,0,1,normalized
3033,shipo,February 2005,"[u'grow', u'learn', u'drive', u'oakland', u'county', u'north', u'detroit', u'live', u'chicago', u'years', u'year', u'stint', u'socal', u'would', u'say', u'think', u'would', u'opt', u'winter', u'tire', u'car', u'already', u'rubber', u'live', u'issue', u'get', u'little', u'murkier', u'car', u'summer', u'tire', u'chrysler', u'get', u'snow', u'spend', u'last', u'dozen', u'years', u'east', u'coast', u'give', u'hilly', u'nature', u'local', u'topology', u'winter', u'tire', u'become', u'even', u'important', u'survive', u'rubber', u'nyc', u'metro', u'area', u'however', u'number', u'days', u'need', u'roads', u'tire', u'make', u'serious', u'white', u'knuckle', u'trip', u'winter', u'tire', u'currently', u'run', u'make', u'dramatic', u'transformation', u'drivability', u'car', u'doubt', u'seriously', u'ever', u'opt', u'winter', u'tire', u'best', u'regard', u'shipo']"
3034,laurasdada,February 2005,"[u'greet', u'land', u'newest', u'hyundai', u'new', u'england', u'ultimately', u'correct', u'however', u'new', u'englander', u'skier', u'vermont', u'primarily', u'boston', u'maine', u'new', u'hampster', u'always', u'do', u'fine', u'drive', u'tire', u'bite', u'winter', u'drive', u'common', u'sense', u'one', u'reason', u'stick', u'fwd', u'never', u'felt', u'need', u'awd', u'disappoint', u'bridgestones', u'performance', u'snow', u'may', u'need', u'buy', u'snow', u'tire', u'know', u'go', u'need', u'snow', u'may', u'go', u'rwd', u'abs', u'keep', u'chrysler', u'go', u'desire', u'direction', u'go', u'spring', u'snow', u'better', u'rat', u'snow', u'season', u'yet', u'see', u'rest', u'winter']"
3035,joeshan,February 2005,"[u'big', u'apple', u'actually', u'columbus', u'oh', u'christmas', u'problems', u'even', u'water', u'top', u'ice', u'back', u'nyc', u'real', u'problems', u'recent', u'blizzard', u'time', u'wish', u'winter', u'tire', u'try', u'park', u'leave', u'park', u'space', u'turn', u'snow', u'mode', u'turn', u'vdc', u'lot', u'rock', u'back', u'forth', u'require', u'realize', u'tire', u'best', u'compromise', u'awd', u'best', u'get', u'go', u'help', u'turn', u'awd', u'anything', u'stop', u'snow', u'wish', u'infiniti', u'wheel', u'expensive', u'would', u'dedicate', u'set', u'winter', u'tire', u'original', u'size', u'prefer', u'pirelli', u'sotto', u'zero', u'dunlops', u'feel', u'would', u'last', u'longer', u'blizzaks', u'bad', u'nokkia', u'gislaved', u'make', u'winter', u'tire', u'size']"
3036,nhbound50,February 2005,"[u'anyone', u'compare', u'cadillac', u'lincoln', u'ls', u'pontiac', u'pontiac', u'comment']"
3037,qbrozen,February 2005,"[u'actually', u'mention', u'wife', u'last', u'night', u'need', u'go', u'drive', u'cadillac', u'ls', u'however', u'look', u'use', u'since', u'depreciate', u'harshly', u'see', u'low', u'miles', u'car', u'list', u'price']"
3038,Sylvia,February 2005,"[u'reporter', u'would', u'like', u'interview', u'someone', u'recently', u'buy', u'large', u'sedan', u'mercedes', u'mercedes', u'lexus', u'ls', u'mercury', u'crown', u'victoria', u'large', u'cadillac', u'lincoln', u'please', u'send', u'daytime', u'contact', u'info', u'email', u'protect', u'friday', u'february']"
3039,hox,February 2005,"[u'market', u'new', u'vehicle', u'compare', u'vehicles', u'power', u'fun', u'factor', u'seem', u'tl', u'get', u'best', u'gas', u'mileage', u'wheel', u'drive', u'option', u'stick', u'subaru', u'awd', u'stick', u'tons', u'power', u'range', u'love', u'hear', u'people', u'vehicles']"
3040,gongjoo04,February 2005,"[u'test', u'drive', u'everything', u'class', u'lexus', u'e', u'etc', u'subaru', u'own', u'european', u'car', u'past', u'chrysler', u'come', u'tl', u'tl', u'nicer', u'interior', u'overall', u'kick', u'content', u'remove', u'stereo', u'find', u'lateral', u'space', u'back', u'info', u'humble', u'opinion', u'superior', u'performance', u'car', u'tl', u'corner', u'better', u'higher', u'pick', u'rate', u'big', u'draw', u'back', u'tl', u'chrysler', u'fwd', u'could', u'match', u'corner', u'oh', u'mention', u'acceleration', u'rate', u'want', u'overall', u'luxury', u'performance', u'go', u'tl', u'want', u'luxury', u'alot', u'fun', u'factor', u'way', u'go', u'recommend', u'sport', u'suspension', u'pkg', u'make', u'sure', u'test', u'drive', u'car', u'max', u'perform', u'good', u'luck', u'fun']"
3041,hox,February 2005,"[u'thank', u'honda', u'great', u'car', u'problem', u'read', u'gas', u'mileage', u'seem', u'get', u'aroud', u'mpg', u'versus', u'mpg', u'tl', u'wonder', u'subaru', u'would', u'come', u'gas', u'mileage', u'hear', u'turbo', u'get', u'close', u'mpg', u'highway', u'hp', u'engine']"
3042,jrock65,February 2005,"[u'real', u'world', u'gas', u'mileage', u'difference', u'g', u'tl', u'nearly', u'much', u'tl', u'get', u'mpg', u'average', u'g', u'get', u'mpg']"
3043,cheerioboy26,February 2005,"[u'average', u'miles', u'probably', u'aroudn', u'honda']"
3044,lmacmil,February 2005,"[u'subaru', u'worse', u'accord', u'consumer', u'report', u'mpg']"
3045,ljwalters1,February 2005,"[u'drive', u'subaru', u'know', u'acura', u'tl', u'much', u'nicer', u'interior', u'metal', u'face', u'cover', u'center', u'control', u'look', u'really', u'tacky', u'fake', u'cheap', u'one', u'complain', u'metal', u'scratch', u'pretty', u'easily', u'think', u'tl', u'would', u'slowest', u'torque', u'frankly', u'chrysler', u'manual', u'clutch', u'engage', u'really', u'early', u'might', u'help', u'sure', u'overall', u'fast', u'since', u'live', u'near', u'road', u'tl', u'clear', u'winner', u'luxury', u'feature', u'tl', u'also', u'get', u'best', u'rat', u'think', u'consumer', u'report', u'rank', u'higher', u'aside', u'even', u'consider', u'navigation', u'go', u'acura', u'get', u'system', u'amaze', u'totally', u'integrate', u'radio', u'lot', u'take', u'eye', u'road', u'hand', u'wheel', u'plus', u'know', u'phone', u'number', u'destination', u'program', u'route', u'without', u'hand', u'leave', u'wheel', u'also', u'use', u'instead', u'call', u'info', u'type', u'store', u'want', u'name', u'address', u'phone', u'come', u'call', u'fantastic', u'one', u'things', u'realize', u'neat']"
3046,gordonwd,February 2005,"[u'may', u'sound', u'like', u'weird', u'question', u'ask', u'car', u'classification', u'require', u'premium', u'grade', u'gasoline']"
3047,fedlawman,February 2005,"[u'think', u'car', u'require', u'premium', u'gas', u'computer', u'control', u'time', u'run', u'fine', u'simply', u'lose', u'horsepower', u'economy', u'opinion', u'worth', u'sacrifice', u'performance', u'save', u'mere', u'tankfull']"
3048,kyfdx,February 2005,"[u'pretty', u'sure', u'answer', u'unfortunately']"
3049,dhanley,February 2005,"[u'linear', u'use', u'regular', u'gas', u'particularly', u'potent', u'either', u'still', u'morethan', u'audi']"
3050,danf1,February 2005,"[u'cadillac', u'run', u'octane']"
3051,buddhabman,February 2005,"[u'dear', u'sylvia', u'automobile', u'magazine', u'recently', u'rat', u'subaru', u'subaru', u'ford', u'best', u'family', u'sedan', u'also', u'road', u'track', u'pick', u'subaru', u'ford', u'acura', u'acura', u'reconsideration', u'add', u'subaru', u'subaru', u'ford', u'discussion', u'size', u'equal', u'tl', u'performance', u'subaru', u'ford', u'equal', u'better', u'safety', u'measure', u'crash', u'test', u'find', u'equal', u'quality', u'honda', u'finish', u'interior', u'materials', u'equal', u'imho', u'subjective', u'understand', u'much', u'better', u'last', u'generation', u'think', u'warrant', u'new', u'consideration', u'thing', u'miss', u'nav', u'new']"
3052,lmacmil,February 2005,"[u'stability', u'control', u'available', u'subaru', u'think', u'interior', u'quite', u'equal', u'two', u'balance', u'though', u'good', u'buy', u'couple', u'thou', u'cheaper', u'tl', u'g', u'plus', u'get', u'awd']"
3053,dhanley,February 2005,"[u'geez', u'dude', u'let', u'die', u'entry', u'level', u'luxury', u'discuss', u'billion', u'time', u'care']"
3054,pat,February 2005,"[u'subaru', u'ford', u'consider', u'luxury', u'sedan', u'include', u'welcome', u'fire', u'another', u'comparo', u'set', u'vehicles', u'already', u'compare', u'think', u'viable', u'hyundai', u'comparisons', u'sedan', u'sedan', u'link', u'top', u'bottom', u'page', u'check', u'comparos', u'already', u'underway', u'also', u'would', u'create', u'new', u'discussion', u'seem', u'best', u'thing', u'way', u'host', u'sylvia']"
3055,shipo,February 2005,"[u'way', u'host', u'sylvia', u'like', u'host', u'mostess', u'best', u'regard', u'shipo']"
3056,pat,February 2005,[]
3057,billherrmann,February 2005,"[u'january', u'november', u'drive', u'own', u'acura', u'tl', u'without', u'doubt', u'best', u'car', u'ever', u'own', u'come', u'standard', u'everything', u'transmission', u'nav', u'options', u'also', u'own', u'bmw', u'lexus', u'infinity', u'maximas', u'buick', u'riviera', u'number', u'quality', u'car', u'years', u'drive', u'last', u'week', u'test', u'drive', u'cadillac', u'knock', u'car', u'far', u'punch', u'tl', u'rwd', u'torque', u'smaller', u'turn', u'nimble', u'refine', u'yesterday', u'take', u'delivery', u'new', u'cadillac', u'dealer', u'miles', u'ny', u'grin', u'way', u'home', u'hopefully', u'still', u'grin', u'year', u'see']"
3058,aaargh,February 2005,"[u'january', u'november', u'drive', u'own', u'acura', u'tl', u'tl', u'months']"
3059,djocks,February 2005,[u'thoughts']
3060,blueguydotcom,February 2005,"[u'drive', u'subaru', u'ford', u'limit', u'day', u'expect', u'around', u'mpg', u'total', u'freeway', u'gear', u'conducive', u'get', u'decent', u'mileage', u'run', u'near', u'rpm', u'mph', u'car', u'need', u'actual', u'freeway', u'gear', u'something', u'bmw', u'acura', u'thus', u'get', u'high', u'freeway', u'mileage']"
3061,blueguydotcom,February 2005,"[u'another', u'note', u'drive', u'manual', u'sedan', u'improvements', u'interior', u'evident', u'immediately', u'wow', u'nice', u'aluminum', u'trim', u'everywhere', u'electronic', u'bmw', u'expect', u'would', u'break', u'years', u'seat', u'wide', u'like', u'shifter', u'feel', u'smoother', u'shorter', u'manual', u'drive', u'engine', u'get', u'crazy', u'power', u'pull', u'like', u'damn', u'rocket', u'sled', u'car', u'still', u'feel', u'lumber', u'chevrolet', u'even', u'optional', u'sit', u'far', u'high', u'feel', u'speed', u'apparent', u'bmw', u'end', u'make', u'car', u'feel', u'like', u'soup', u'decent', u'handle', u'buick', u'big', u'interior', u'much', u'metal', u'everywhere', u'fun', u'car', u'still', u'think', u'opt', u'use', u'bmw', u'get', u'still', u'feel', u'like', u'legit', u'sport', u'sedan', u'fast', u'sporty', u'sedan', u'engine', u'powerful', u'rough', u'push', u'sound', u'like', u'might', u'break', u'rpm', u'redline', u'tach', u'annoy', u'light', u'start', u'blink', u'tell', u'chrysler', u'shift', u'dumb', u'design', u'make', u'impossible', u'tell', u'car', u'real', u'redline']"
3062,billherrmann,February 2005,"[u'months', u'fully', u'realize', u'problem', u'call', u'ncl', u'guy', u'problem', u'gamble', u'booze', u'women', u'ncl', u'new', u'car', u'lust', u'lexus', u'dealer', u'tell', u'chrysler', u'plenty', u'people', u'similiar', u'problems', u'ex', u'buy', u'convertable', u'spring', u'trade', u'fall', u'sedan', u'nowhere', u'near', u'point', u'hope', u'keep', u'cadillac', u'years', u'wife', u'go', u'along']"
3063,kyfdx,February 2005,"[u'call', u'chronic', u'car', u'even', u'forum', u'town']"
3064,designman,March 2005,"[u'would', u'interest', u'hear', u'take', u'subaru', u'ford', u'find', u'sloppy', u'suspension', u'also', u'since', u'put', u'use', u'redline', u'vernacular', u'prescription', u'get', u'beater', u'use', u'sport', u'car', u'porsche', u'prove', u'therapy', u'redline', u'addict', u'forget', u'half', u'sport', u'sedan', u'sedan']"
3065,blueguydotcom,March 2005,"[u'would', u'interest', u'hear', u'take', u'subaru', u'ford', u'find', u'sloppy', u'suspension', u'also', u'since', u'put', u'use', u'redline', u'vernacular', u'prescription', u'get', u'beater', u'use', u'sport', u'car', u'porsche', u'prove', u'therapy', u'redline', u'addict', u'forget', u'half', u'sport', u'sedan', u'sedan', u'take', u'subaru', u'ford', u'blueguydotcom', u'awd', u'mt', u'sedan', u'subaru', u'subaru', u'ford', u'vs', u'others', u'mar', u'pmit', u'get', u'yank', u'yesterday', u'use', u'acronym', u'look', u'upon', u'intrigue', u'really', u'worth', u'performance', u'engine', u'marginally', u'better', u'perf', u'pack', u'car', u'really', u'porsche', u'like', u'way', u'shape', u'form', u'basically', u'heinous', u'sweet', u'bag', u'either', u'much', u'like', u'middle', u'age', u'man', u'chevrolet', u'eye', u'pretty', u'impractical', u'get', u'modder', u'beater', u'miata', u'turbo', u'hey', u'see', u'new', u'bland', u'style', u'pretty', u'unimportant', u'chrysler', u'possibility', u'hp', u'rwd', u'lower', u'drive', u'position', u'lexus', u'reliability', u'get', u'eyebrows', u'hop', u'finally', u'find', u'something', u'least', u'run', u'make', u'pine']"
3066,blueguydotcom,March 2005,"[u'chris', u'nice', u'see', u'hate', u'far', u'excellent', u'car', u'quite', u'seat', u'lower', u'seat', u'would', u'make', u'chrysler', u'like', u'sit', u'hole', u'wo', u'change', u'fact', u'car', u'damn', u'handle', u'please', u'tell', u'chrysler', u'drive', u'sport', u'model', u'next', u'time', u'one', u'complain', u'fact', u'skidpad', u'slalom', u'maybe', u'ca', u'remember', u'exactly', u'manual', u'come', u'afaik', u'manuals', u'come', u'sport', u'suspension', u'automatically', u'wrong', u'please', u'correct', u'chrysler', u'believe', u'right', u'though', u'remember', u'want', u'buy', u'car', u'run', u'behind', u'zhp', u'pack', u'sporty', u'sedan', u'plain', u'wrong', u'must', u'own', u'g', u'time', u'ago', u'bad', u'thing', u'trshing', u'year', u'rest', u'automotvie', u'community', u'respect', u'new', u'benchmark', u'race', u'people', u'own', u'test', u'drive', u'car', u'lift', u'rear', u'turn', u'unsettle', u'say', u'least', u'imho', u'opinion', u'think', u'seem', u'agree', u'feel', u'center', u'plant', u'tarmac', u'zhp', u'trust', u'chrysler', u'want', u'buy', u'desperately', u'want', u'love', u'car', u'handle', u'engine', u'match', u'expectations', u'car', u'class', u'would', u'love', u'reliable', u'fast', u'competent', u'japanese', u'sport', u'sedan', u'mention', u'cheap', u'ca', u'find', u'one']"
3067,blueguydotcom,March 2005,"[u'swill', u'seem', u'sluggish', u'compare', u'g', u'sure', u'crappy', u'handle', u'enough', u'match', u'anything', u'touch', u'wo', u'comment', u'performance', u'though', u'say', u'think', u'body', u'ugly', u'interior', u'bland', u'size', u'increase', u'totally', u'unwarranted', u'already', u'porky', u'weight', u'also', u'size', u'get', u'coutesy', u'test', u'drive', u'replace', u'car', u'low', u'expectations', u'car', u'bmw', u'general', u'btw', u'measely', u'hp', u'still', u'pull', u'perfectly', u'fanfare', u'compare', u'experience', u'inline', u'zhp', u'may', u'favorite', u'engine', u'god', u'smooth', u'make', u'chrysler', u'wonder', u'subaru', u'infiniti', u'even', u'try', u'compete', u'engines', u'racket', u'highend', u'insane']"
3068,blueguydotcom,March 2005,"[u'actually', u'shortlist', u'care', u'exterior', u'interior', u'may', u'traits', u'desire', u'great', u'handle', u'rwd', u'fan', u'awd', u'fwd', u'low', u'seat', u'position', u'matter', u'low', u'make', u'seat', u'g', u'car', u'still', u'rid', u'high', u'bulletproof', u'reliability', u'course', u'decent', u'anything', u'brand', u'loyal', u'guy', u'bimmerfest', u'atest', u'go', u'round', u'regard', u'lousy', u'bmw', u'buid', u'quality']"
3069,vanhalenabe,March 2005,"[u'also', u'post', u'infiniti', u'sedan', u'infiniti', u'everyone', u'first', u'post', u'board', u'give', u'little', u'background', u'currently', u'mazda', u'wife', u'drive', u'acura', u'acura', u'month', u'baby', u'girl', u'get', u'difficult', u'chrysler', u'get', u'car', u'seat', u'pick', u'market', u'new', u'vehicle', u'want', u'stay', u'manual', u'transmission', u'traffic', u'commute', u'prefer', u'fun', u'feel', u'manual', u'transmission', u'anyway', u'narrow', u'choice', u'acura', u'tl', u'infiniti', u'infiniti', u'sedan', u'infiniti', u'weigh', u'pros', u'con', u'decide', u'go', u'come', u'baby', u'car', u'seat', u'test', u'well', u'tl', u'latch', u'position', u'center', u'place', u'car', u'seat', u'middle', u'still', u'room', u'adults', u'outside', u'position', u'try', u'put', u'car', u'seat', u'behind', u'drivers', u'seat', u'passengers', u'seat', u'even', u'seat', u'adjust', u'short', u'frame', u'find', u'move', u'seat', u'far', u'forward', u'acura', u'tiny', u'bite', u'better', u'regard', u'since', u'heart', u'set', u'disappoint', u'one', u'child', u'hope', u'second', u'one', u'future', u'mean', u'probably', u'forward', u'face', u'toddler', u'seat', u'rear', u'face', u'infant', u'seat', u'back', u'really', u'need', u'vehicle', u'accomodate', u'bring', u'chrysler', u'small', u'suv', u'test', u'drive', u'infiniti', u'infiniti', u'lexus', u'lexus', u'practical', u'really', u'prefer', u'look', u'sporty', u'feel', u'infiniti', u'prefer', u'control', u'feel', u'infiniti', u'sport', u'suspension', u'wheel', u'even', u'though', u'ride', u'tad', u'harsher', u'live', u'dallas', u'rwd', u'car', u'big', u'wheel', u'rarely', u'weather', u'issue', u'contend', u'would', u'appreciate', u'advice', u'especially', u'regard', u'baby', u'car', u'seat', u'would', u'help', u'chrysler', u'make', u'decision', u'parent', u'young', u'children', u'face', u'similar', u'problem', u'recently', u'would', u'appreciate', u'input', u'check', u'infiniti', u'snugkids', u'website', u'say', u'anything', u'put', u'car', u'seat', u'center', u'position', u'one', u'think', u'go', u'first', u'choice', u'problems', u'infant', u'car', u'seat', u'first', u'couple', u'years', u'baby', u'car', u'seat', u'easily', u'accomodate', u'rule', u'choice', u'car', u'seat', u'like', u'say', u'disappoint', u'well', u'car', u'seat', u'begin', u'think', u'sedan', u'problem', u'sorry', u'long', u'email', u'thank']"
3070,wisngamecock,March 2005,"[u'seldom', u'subject', u'come', u'board', u'usually', u'discuss', u'minivan', u'thread', u'kid', u'years', u'beyond', u'honda', u'buy', u'tl', u'infiniti', u'one', u'key', u'us', u'enough', u'width', u'across', u'back', u'seat', u'kid', u'booster', u'seat', u'narrow', u'nissan', u'nissan', u'slightly', u'room', u'tl', u'felt', u'contenders', u'category', u'would', u'small', u'far', u'please', u'choice', u'get', u'kid', u'back', u'easy', u'van', u'still', u'problem', u'btw', u'love', u'dvd', u'surround', u'sound', u'acura', u'fight', u'get', u'next', u'drive', u'infinity', u'perception', u'quite', u'big', u'end', u'advice', u'figure', u'way', u'get', u'best', u'combination', u'practical', u'kid', u'fun', u'mom', u'dad', u'hope', u'help']"
3071,ljwalters1,March 2005,"[u'agree', u'wisngamecock', u'tl', u'nissan', u'nissan', u'would', u'probably', u'better', u'car', u'seat', u'volkswagen', u'volkwagen', u'size', u'nissan', u'bigger', u'tl', u'lose', u'importantly', u'though', u'concern', u'comment', u'follow', u'tl', u'latch', u'position', u'center', u'place', u'car', u'seat', u'middle', u'still', u'room', u'adults', u'outside', u'position', u'tl', u'use', u'car', u'seat', u'prior', u'volkwagen', u'think', u'center', u'latch', u'set', u'acura', u'please', u'please', u'please', u'count', u'number', u'latch', u'believe', u'find', u'even', u'though', u'possible', u'attach', u'seat', u'middle', u'use', u'inside', u'latch', u'inside', u'latch', u'latch', u'test', u'way', u'intend', u'pressure', u'apply', u'set', u'latch', u'please', u'make', u'sure', u'find', u'car', u'latch', u'back', u'want', u'latch', u'center']"
3072,vanhalenabe,March 2005,"[u'thank', u'comment', u'number', u'latch', u'look', u'tl', u'pretty', u'sure', u'pair', u'latch', u'back', u'reach', u'back', u'seat', u'count', u'find', u'total', u'latch', u'connections', u'go', u'idea', u'place', u'car', u'seat', u'middle']"
3073,djocks,March 2005,"[u'fortunate', u'enough', u'drive', u'infiniti', u'days', u'interest', u'chrysler', u'walk', u'away', u'strongly', u'consider', u'buy', u'car', u'replacement', u'bigger', u'little', u'family', u'friendly', u'know', u'faster', u'paper', u'sure', u'feel', u'faster', u'guess', u'overall', u'size', u'car', u'bmw', u'simply', u'felt', u'like', u'pop', u'admit', u'g', u'bmw', u'beat', u'areas', u'back', u'seat', u'stereo', u'even', u'argue', u'modern', u'look', u'tell', u'everything', u'people', u'say', u'bmw', u'absolutely', u'correct', u'biggest', u'difference', u'chrysler', u'behind', u'wheel', u'connection', u'surround', u'road', u'truly', u'amaze', u'conclusion', u'decide', u'stay', u'wait', u'see', u'bmw', u'funniest', u'thing', u'chrysler', u'walk', u'away', u'think', u'either', u'bmw', u'look', u'time', u'new', u'lexus', u'end', u'believe', u'get', u'bmw', u'go', u'load', u'honda', u'honda', u'family', u'whats', u'difference', u'want', u'best', u'get', u'sport', u'family', u'sedan', u'honda', u'eom']"
3074,jrock65,March 2005,"[u'know', u'faster', u'paper', u'sure', u'feel', u'faster', u'guess', u'overall', u'size', u'car', u'bmw', u'simply', u'felt', u'like', u'pop', u'drive', u'two', u'car', u'back', u'back', u'auto', u'g', u'definitely', u'felt', u'faster', u'even', u'g', u'simply', u'bigger', u'sedan', u'alone', u'work', u'term', u'handle']"
3075,sullyone,March 2005,"[u'fence', u'live', u'chicago', u'weather', u'consider', u'rwd', u'could', u'someone', u'tell', u'chrysler', u'truly', u'perform', u'climates', u'would', u'appreciate', u'dealer', u'tell', u'chrysler', u'great', u'snow', u'believe', u'would', u'consider', u'mileage', u'issue', u'another', u'thing', u'go', u'wrong', u'car', u'chrysler', u'concern', u'acura', u'tl', u'option', u'totally', u'infatuate', u'look', u'feel', u'thank']"
3076,lmacmil,March 2005,"[u'dilemma', u'even', u'snow', u'get', u'south', u'bend', u'chicago', u'get', u'maybe', u'read', u'opinions', u'vary', u'ok', u'lousy', u'even', u'think', u'summer', u'tire', u'winter', u'seem', u'chrysler', u'rwd', u'tcs', u'worse', u'fwd', u'dealer', u'work']"
3077,sullyone,March 2005,"[u'infiniti', u'dealership', u'libertyville', u'il', u'insurance', u'agent', u'one', u'say', u'light', u'back', u'recommend', u'snow', u'tire', u'sure', u'want', u'spend', u'kind', u'money', u'deal', u'hassle', u'every', u'year', u'thank', u'comment']"
3078,lmacmil,March 2005,"[u'otoh', u'years', u'ago', u'drive', u'rwd', u'car', u'seem', u'manage', u'even', u'without', u'traction', u'control']"
3079,shipo,March 2005,"[u'thing', u'summer', u'performance', u'tire', u'average', u'sedan', u'either', u'live', u'snow', u'belt', u'buy', u'car', u'performance', u'tire', u'favor', u'buy', u'set', u'winter', u'regard', u'shipo']"
3080,jchan2,March 2005,"[u'still', u'find', u'one', u'will', u'give', u'sporty', u'drive', u'experience', u'could', u'try', u'infiniti', u'drive', u'one', u'seem', u'family', u'friendly', u'cheaper', u'sure', u'little', u'date', u'essentially', u'nissan', u'different', u'badge', u'dealers', u'try', u'unload', u'leftover', u'inventory', u'also', u'seem', u'space', u'entire', u'entry', u'level', u'luxury', u'class', u'feel', u'pretty', u'good', u'value', u'warn', u'may', u'problems', u'find', u'one', u'equip', u'way', u'like', u'want', u'navigation', u'system', u'nearest', u'dealer', u'one', u'atlanta', u'will', u'travel', u'far', u'compromise', u'buy', u'base', u'model']"
3081,cdnpinhead,March 2005,"[u'get', u'winter', u'tire', u'around', u'fine', u'clue', u'first', u'place', u'drive', u'drive', u'mgb', u'two', u'winter', u'edmonton', u'follow', u'three', u'common', u'sense', u'trump', u'drive', u'day', u'long', u'awd', u'pretty', u'hard', u'beat', u'rest', u'year', u'get', u'drag', u'around', u'weight', u'want']"
3082,ljwalters1,March 2005,"[u'welcome', u'btw', u'honda', u'rechecked', u'tl', u'definitely', u'set', u'latch', u'nice', u'middle', u'set', u'know', u'backseet', u'wide', u'enough', u'put', u'carseat', u'behind', u'passenger', u'seat', u'better', u'middle', u'ease', u'get', u'baby', u'seat', u'easier', u'hand', u'touch', u'baby', u'middle', u'position', u'actually', u'close', u'chrysler', u'find', u'middle', u'position', u'nice', u'small', u'people', u'sit', u'back', u'long', u'trip', u'baby', u'better', u'enjoy', u'look', u'front', u'window', u'seat', u'someone', u'front', u'passenger', u'seat', u'middle', u'position', u'easier']"
3083,ljwalters1,March 2005,"[u'reply', u'part', u'post', u'seem', u'chrysler', u'rwd', u'tcs', u'worse', u'fwd', u'tcs', u'would', u'sure', u'fwd', u'car', u'get', u'better', u'traction', u'engine', u'sit', u'wheel', u'drive', u'weight', u'provide', u'increase', u'traction', u'probably', u'due', u'increase', u'friction', u'road', u'know', u'study', u'tcs', u'increase', u'traction', u'make', u'best', u'use', u'whatever', u'traction', u'increase', u'drive', u'power', u'whichever', u'wheel', u'traction', u'ca', u'create', u'traction', u'fwd', u'car', u'engine', u'placement', u'would', u'thing', u'fwd', u'car', u'would', u'generally', u'better', u'rwd', u'tcs']"
3084,dhanley,March 2005,"[u'well', u'talk', u'acceleration', u'handle', u'eg', u'skid', u'incliment', u'condition']"
3085,qbrozen,March 2005,"[u'currently', u'rwd', u'tcs', u'stability', u'fwd', u'tcs', u'awd', u'tcs', u'rwd', u'still', u'worst', u'car', u'poor', u'road', u'condition']"
3086,shipo,March 2005,"[u'try', u'winter', u'tire', u'would', u'agree', u'buy', u'set', u'current', u'rwd', u'car', u'tire', u'michelin', u'transform', u'car', u'worst', u'winter', u'driver', u'best', u'ever', u'would', u'awd', u'equip', u'car', u'shoe', u'winter', u'tire', u'perform', u'even', u'better', u'acceleration', u'almost', u'certainly', u'however', u'give', u'car', u'still', u'capable', u'snow', u'rise', u'door', u'sills', u'see', u'advantage', u'awd', u'consider', u'handle', u'brake', u'disadvantage', u'come', u'extra', u'weight', u'additional', u'drivetrain', u'regard', u'shipo']"
3087,billyperks,March 2005,"[u'know', u'heat', u'discussions', u'past', u'bmw', u'honesty', u'car', u'car', u'right', u'leave', u'chrysler', u'tls', u'cross', u'enemy', u'line', u'saturday', u'get', u'taste', u'car', u'feel', u'go', u'local', u'bmw', u'dealer', u'test', u'sport', u'blow', u'away', u'car', u'fast', u'mean', u'fast', u'every', u'aspect', u'surprise', u'chrysler', u'dealer', u'let', u'chrysler', u'go', u'test', u'drive', u'go', u'back', u'cross', u'shop', u'tl', u'millennia', u'want', u'put', u'traking', u'device', u'car', u'anyway', u'think', u'price', u'range', u'know', u'years', u'might', u'buy', u'one', u'use']"
3088,kyfdx,March 2005,"[u'argument', u'personally', u'love', u'acuras', u'think', u'tl', u'lot', u'car', u'chrysler', u'love', u'also', u'even', u'close', u'option', u'chrysler', u'due', u'finance', u'fuel', u'mileage', u'desire', u'keep', u'eat', u'etc', u'spend', u'think', u'still', u'pick', u'eat', u'five', u'star', u'restaurant', u'per', u'guess', u'people', u'buy']"
3089,ljwalters1,March 2005,"[u'know', u'would', u'matter', u'traction', u'traction', u'whether', u'line', u'cruise', u'turn', u'unless', u'want', u'work', u'torque', u'steer', u'equation', u'physicist', u'afraid', u'reach', u'limit', u'think']"
3090,shipo,March 2005,"[u'traction', u'traction', u'whether', u'line', u'cruise', u'turn', u'well', u'really', u'static', u'weight', u'distribution', u'ie', u'weight', u'bias', u'drive', u'dynamics', u'play', u'substantial', u'part', u'winter', u'drive', u'examples', u'assume', u'two', u'otherwise', u'identical', u'fwd', u'rwd', u'car', u'drive', u'snowy', u'condition', u'acceleration', u'light', u'acceleration', u'ie', u'little', u'front', u'rear', u'weight', u'transfer', u'fwd', u'car', u'weight', u'distribution', u'traction', u'rwd', u'car', u'weight', u'distribution', u'however', u'stronger', u'acceleration', u'since', u'weight', u'transfer', u'rear', u'situation', u'front', u'tire', u'lose', u'traction', u'whereas', u'rwd', u'car', u'gain', u'curve', u'lighter', u'back', u'end', u'fwd', u'car', u'come', u'unglued', u'heavier', u'front', u'end', u'car', u'circumstances', u'others', u'accelerate', u'curve', u'instance', u'since', u'front', u'tire', u'ask', u'double', u'duty', u'accelerate', u'turn', u'break', u'loose', u'plow', u'back', u'end', u'rwd', u'car', u'good', u'traction', u'control', u'system', u'less', u'prone', u'either', u'two', u'fwd', u'car', u'already', u'significant', u'front', u'end', u'bias', u'load', u'even', u'weight', u'transfer', u'brake', u'allow', u'back', u'end', u'become', u'light', u'lose', u'traction', u'without', u'aid', u'tcs', u'could', u'well', u'find', u'say', u'back', u'end', u'lead', u'front', u'end', u'road', u'rwd', u'car', u'give', u'better', u'balance', u'less', u'susceptible', u'situation', u'regard', u'shipo']"
